tree_id,species,age_years,dbh_cm,db_cm,dm_cm,dt_cm,total_height_m,merch_height_m,bole_height_m,crown_diameter_m,crown_length_m,crown_projection_area_m2,crown_ratio,basal_area_m2,total_volume_m3,merch_volume_m3,agb_kg,natural_form_factor
11,Tectona_grandis,30,24.8,28.7,12.0,8.0,28.0,13.0,4.199999999999999,7.6,23.5,0.004537048,0.8392857142857143,0.048311392,6.209639333333333,2.883046833333333,746.6800735218344,4.590487339576829
12,Tectona_grandis,30,29.3,36.9,15.0,10.0,24.5,15.5,4.199999999999999,7.8,20.0,0.004778982,0.8163265306122449,0.0674343895,6.857545916666665,4.338447416666667,1122.8907924786047,4.150698707420393
13,Tectona_grandis,30,34.4,44.6,27.0,15.0,29.8,18.2,17.9,6.4,11.6,0.0032174080000000006,0.38926174496644295,0.09295292799999999,13.077213466666667,7.9867545333333325,1580.1155678563487,4.721020371371913
14,Tectona_grandis,30,26.8,32.5,18.0,10.0,28.0,16.0,15.7,5.9,12.0,0.0027343255,0.42857142857142855,0.05641775200000001,8.394376666666666,4.796786666666666,909.3157410208321,5.313915497141158
15,Tectona_grandis,30,27.7,30.7,18.0,8.0,27.0,11.5,20.7,5.7,6.0,0.0025520895,0.2222222222222222,0.0602706295,7.825936499999999,3.33326925,888.3094841625773,4.8091334436784
16,Tectona_grandis,30,37.3,40.0,18.0,10.0,26.3,11.5,18.700000000000003,5.6,7.3,0.0024633279999999994,0.27756653992395436,0.10928582949999997,8.401184333333335,3.673521666666667,1537.6424539138006,2.9229468095556417
17,Tectona_grandis,30,26.75,31.2,15.0,9.0,29.5,12.0,19.2,5.6,10.0,0.0024633279999999994,0.3389830508474576,0.056207434375000004,7.739531499999999,3.1482839999999994,872.2076452401124,4.667656563892042
18,Tectona_grandis,30,27.0,34.1,15.0,10.0,26.0,14.0,12.7,7.3,13.0,0.004185929499999999,0.5,0.05726295,7.086780999999999,3.8159590000000003,959.9227789205441,4.7599451303155
19,Tectona_grandis,30,58.5,74.8,37.0,20.0,36.0,19.0,18.7,10.5,17.0,0.0086601375,0.4722222222222222,0.2688177375,22.886328,12.078895333333332,4394.698390610663,2.3649158691893732
20,Tectona_grandis,30,52.2,70.7,25.0,15.0,36.8,16.8,16.499999999999996,8.2,20.0,0.005281701999999999,0.5434782608695653,0.21403618200000002,17.8930616,8.1685716,3721.6604621820657,2.271693016837686
21,Tectona_grandis,30,40.5,52.0,18.0,10.0,27.6,14.6,14.3,7.2,13.0,0.004072032,0.47101449275362317,0.1288416375,9.683644,5.122507333333332,2152.545577695589,2.7231621195955897
22,Tectona_grandis,30,31.2,44.3,22.0,15.0,32.5,18.5,18.2,6.2,14.0,0.0030194620000000005,0.4307692307692308,0.076463712,12.534616250000001,7.135089250000001,1427.058939428349,5.0439677843524
23,Tectona_grandis,30,34.1,41.1,18.0,12.0,28.0,18.0,17.7,5.7,10.0,0.0025520895,0.35714285714285715,0.09133872550000001,9.171498,5.895963,1446.5547706645946,3.5861404700681963
24,Tectona_grandis,30,34.7,43.3,25.0,15.0,25.4,16.0,13.199999999999998,7.8,11.9,0.004778982,0.46850393700787407,0.09458126950000001,10.527847033333332,6.6317146666666655,1548.213122256526,4.382285931007371
25,Tectona_grandis,30,38.85,54.5,36.0,20.0,29.5,17.25,14.85,6.1,14.35,0.0029228454999999996,0.4864406779661017,0.118557282375,16.877122083333333,9.868825625,2163.8423413521887,4.825564671124517
26,Tectona_grandis,30,34.1,43.3,22.0,15.0,24.5,14.5,14.2,5.35,10.0,0.0022482973749999996,0.40816326530612246,0.09133872550000001,9.385023083333333,5.554401416666667,1522.0798990738613,4.19386371519566
27,Tectona_grandis,30,54.5,78.3,35.0,20.0,31.5,17.5,19.2,8.2,12.0,0.005281701999999999,0.38095238095238093,0.2333131375,19.65438825,10.919104583333333,4288.362166560802,2.6742978986056167
28,Tectona_grandis,30,34.7,42.0,24.0,15.0,20.1,12.1,15.200000000000003,8.3,4.6,0.005411309500000001,0.22885572139303478,0.09458126950000001,8.052160500000001,4.8473205,1502.8300300401722,4.235563786760126
29,Tectona_grandis,30,31.2,38.2,20.0,12.0,26.0,14.0,13.7,5.5,12.0,0.0023761374999999997,0.46153846153846156,0.076463712,8.863582,4.772698,1234.939596430444,4.458415516107824
30,Tectona_grandis,30,29.3,37.3,18.0,10.0,29.0,20.0,19.7,4.2,9.0,0.001385622,0.3103448275862069,0.0674343895,9.058647833333332,6.247343333333333,1134.7693765066838,4.632164226335387
31,Tectona_grandis,30,23.9,27.1,15.0,10.0,7.0,4.5,4.7,2.3,2.0,0.00041552949999999994,0.2857142857142857,0.04486854549999999,1.7796811666666668,1.14408075,681.0066755387554,5.6663340394367525
32,Tectona_grandis,30,37.3,46.8,31.0,18.0,25.8,12.0,11.7,6.5,13.8,0.0033187374999999997,0.5348837209302326,0.10928582949999997,12.754006399999998,5.932096,1792.2754760218522,4.523379980689385
33,Tectona_grandis,30,28.3,34.4,15.0,10.0,23.7,11.2,15.7,6.6,7.7,0.0034216379999999994,0.3248945147679325,0.0629099095,6.478489799999999,3.0615647999999993,1013.6349834673003,4.345166002821861
34,Tectona_grandis,30,39.2,51.9,31.0,17.0,28.0,17.0,18.7,6.5,9.0,0.0033187374999999997,0.32142857142857145,0.12070307200000002,14.142142000000002,8.5863005,2081.169883131532,4.184454394002499
35,Tectona_grandis,30,29.3,37.9,19.0,10.0,28.0,14.0,13.7,5.6,14.0,0.0024633279999999994,0.5,0.0674343895,9.083522,4.541761,1152.5815312884051,4.810772402707079
36,Tectona_grandis,30,47.8,66.9,35.0,20.0,32.8,17.8,22.199999999999996,7.1,10.3,0.0039597055,0.3140243902439025,0.17947418199999995,19.48647453333333,10.574977033333333,3235.895647832174,3.3102244942023664
37,Tectona_grandis,30,26.75,31.5,17.0,12.0,23.0,13.0,13.7,6.5,9.0,0.0033187374999999997,0.391304347826087,0.056207434375000004,6.714715833333334,3.7952741666666663,880.3920371494553,5.194048970798033
38,Tectona_grandis,30,39.8,54.1,35.0,19.0,26.5,17.5,14.2,5.65,12.0,0.002507512375,0.4528301886792453,0.12442634199999998,14.786121083333335,9.764419583333332,2199.5984195199594,4.484314369165763
39,Tectona_grandis,30,37.3,47.2,25.0,17.0,27.6,15.6,24.8,7.05,2.5,0.0039041313749999997,0.09057971014492754,0.10928582949999997,11.866077200000001,6.7069132,1807.2248946063432,3.933998902697019
40,Tectona_grandis,30,60.0,78.9,20.0,18.0,24.5,15.0,14.2,11.0,10.0,0.009504549999999999,0.40816326530612246,0.28278,11.347987583333332,6.9477475,4745.475825805723,1.6379629629629628
41,Tectona_grandis,30,35.9,58.3,18.0,10.0,23.5,13.5,13.2,7.3,10.0,0.004185929499999999,0.425531914893617,0.1012360255,8.632775916666665,4.959254249999999,2139.5462607193444,3.6286703755143632
42,Tectona_grandis,30,42.9,58.0,27.5,20.0,24.55,12.1,11.8,4.25,12.45,0.0014188093749999998,0.5071283095723014,0.1445642055,12.084655666666668,5.956184666666667,2533.034055700961,3.4050383700733358
43,Tectona_grandis,30,30.4,37.9,20.0,12.5,28.75,11.75,13.45,9.5,15.0,0.007089137499999999,0.5217391304347826,0.07259276799999999,9.816131666666669,4.011810333333334,1194.795219832132,4.703370267774702
44,Tectona_grandis,30,41.5,55.0,25.0,15.0,22.1,15.35,15.250000000000002,6.35,6.55,0.0031673323749999995,0.2963800904977375,0.1352827375,9.837078333333334,6.832540833333333,2328.4446421138205,3.290269511782068
45,Tectona_grandis,30,32.0,41.5,22.5,15.0,23.25,10.75,14.1,3.8,8.85,0.001134262,0.38064516129032255,0.0804352,8.918370625,4.123547708333333,1372.4556237396403,4.768880208333333
46,Tectona_grandis,30,56.1,67.4,35.0,17.5,29.25,18.45,18.15,7.1,10.8,0.0039597055,0.36923076923076925,0.24721334550000001,17.224247625,10.864525425,3810.8056590380193,2.3820039548255965
47,Tectona_grandis,30,41.1,49.8,30.0,15.0,24.45,14.95,14.649999999999999,8.08,9.5,0.005128246719999999,0.3885480572597137,0.1326874455,11.8305726,7.2338265999999996,2093.4492957428884,3.646675072963101
48,Tectona_grandis,30,45.6,55.7,27.5,10.0,29.75,14.75,12.2,8.1,17.25,0.0051536655,0.5798319327731093,0.163333728,13.686224708333336,6.785607208333335,2584.4096071682693,2.816571765671489
49,Tectona_grandis,30,51.2,71.0,25.0,15.0,29.5,19.55,18.7,7.25,10.5,0.004128784375,0.3559322033898305,0.205914112,14.366795000000002,9.5210455,3667.1833161250124,2.3651123046875
50,Tectona_grandis,30,34.6,46.7,22.5,12.5,28.5,15.75,17.45,6.63,10.75,0.0034528144949999996,0.37719298245614036,0.094036918,11.133677,6.1528215,1662.067041972581,4.1542762315257225
51,Tectona_grandis,30,31.0,41.4,20.0,15.0,24.9,15.9,6.809999999999999,3.1,17.79,0.0007548655000000001,0.7144578313253012,0.07548655,8.8928026,5.6785366,1327.4505017241997,4.731182795698925
52,Tectona_grandis,30,43.1,73.0,34.0,22.0,32.8,16.6,16.299999999999997,12.1,16.2,0.0115005055,0.49390243902439024,0.1459152655,19.838587999999998,10.040261000000001,3185.0035227679364,4.14511119126189
53,Tectona_grandis,30,37.0,56.00000000000001,30.0,26.0,30.8,19.6,19.3,5.5,11.2,0.0023761374999999997,0.3636363636363636,0.10753494999999998,16.290222666666665,10.366505333333334,2118.6215569731735,4.918431945458973
54,Tectona_grandis,30,32.0,44.0,24.0,31.0,27.6,16.0,15.700000000000001,6.5,11.6,0.0033187374999999997,0.42028985507246375,0.0804352,12.357486000000002,7.16376,1453.0922314945242,5.566406250000001
55,Tectona_grandis,30,35.2,48.0,30.0,26.0,16.06,6.5,6.1999999999999975,7.5,9.56,0.0044184375,0.5952677459526775,0.09732659200000002,8.157784066666665,3.3017183333333326,1736.0973617117622,5.219094352617078
56,Tectona_grandis,30,56.00000000000001,84.2,40.0,32.0,33.0,21.0,20.7,7.7,12.0,0.0046572295,0.36363636363636365,0.2463328000000001,23.865061000000004,15.186857000000002,4727.081668223852,2.93579931972789
57,Tectona_grandis,30,38.0,55.00000000000001,30.0,25.0,29.6,15.4,15.100000000000001,10.53,14.2,0.008709694694999999,0.47972972972972966,0.11342619999999999,15.500533333333333,8.064466666666666,2136.5829830815956,4.616805170821792
58,Tectona_grandis,30,41.0,63.0,32.0,26.0,34.2,13.0,12.700000000000003,8.45,21.2,0.005608666374999999,0.6198830409356725,0.13204255,19.431699,7.386318333333333,2627.1835146837566,4.302994249454689
59,Tectona_grandis,30,33.0,46.0,25.0,28.0,30.8,16.6,16.3,4.8,14.2,0.001809792,0.461038961038961,0.08554095,14.032172000000001,7.562794000000001,1563.7893061303332,5.325987144168963
60,Tectona_grandis,30,38.0,52.0,24.0,30.0,34.6,15.4,15.100000000000001,6.2,19.2,0.0030194620000000005,0.5549132947976878,0.11342619999999999,16.125791333333332,7.177375333333333,2022.763198195165,4.108956602031395
61,Tectona_grandis,30,49.0,70.0,39.0,34.0,29.2,19.2,18.9,11.95,10.0,0.011217136374999997,0.3424657534246575,0.18859855,19.878386666666664,13.07072,3465.0064791661835,3.6096071081493815
62,Tectona_grandis,30,44.6,68.0,34.0,30.0,37.0,18.2,17.9,7.45,18.8,0.004359721375,0.5081081081081081,0.156248518,22.66953,11.150958,3072.815683441975,3.9212531923022786
63,Tectona_grandis,30,44.0,68.3,36.0,30.0,38.7,16.9,16.6,10.58,21.8,0.00879260422,0.5633074935400516,0.15207279999999998,24.552137849999998,10.721734616666664,3045.519670710254,4.171831955922865
64,Tectona_grandis,30,49.3,77.0,34.0,24.0,25.5,20.5,20.2,8.45,5.0,0.005608666374999999,0.19607843137254902,0.19091498949999997,15.823897500000001,12.7211725,3825.520475952143,3.2503733814992044
65,Tectona_grandis,30,34.5,43.2,26.0,22.0,28.8,15.8,15.5,6.88,13.0,0.0037181171199999995,0.4513888888888889,0.0934941375,12.759033599999999,6.999747599999999,1536.0330615764776,4.73850031505986
66,Tectona_grandis,30,34.0,44.0,34.0,22.0,30.0,15.8,15.5,12.7,14.2,0.012669329499999998,0.47333333333333333,0.0908038,15.8671,8.356672666666666,1541.6657536403266,5.824682814302191
67,Tectona_grandis,30,47.0,76.4,38.0,30.0,36.6,20.0,19.7,8.45,16.6,0.005608666374999999,0.453551912568306,0.17351695,24.762730400000002,13.531546666666667,3623.4612160729803,3.8992002414365476
68,Tectona_grandis,30,42.8,66.0,40.0,36.0,33.4,17.6,17.299999999999997,9.05,15.8,0.0064334413750000005,0.4730538922155689,0.143891032,22.91251133333333,12.073658666666667,2866.955747552619,4.767519725157947
69,Tectona_grandis,30,38.0,56.00000000000001,32.0,24.0,26.6,17.8,17.5,15.73,8.8,0.019435854295,0.3308270676691729,0.11342619999999999,14.486714666666668,9.694117333333333,2174.4893978773125,4.801477377654663
70,Tectona_grandis,30,49.0,70.8,35.0,20.0,37.6,21.4,21.1,12.25,16.2,0.011787409375,0.4308510638297872,0.18859855,22.72210613333333,12.932262533333331,3503.650871468523,3.2042204636956817
71,Tectona_grandis,30,57.99999999999999,84.3,33.0,25.0,31.2,19.4,19.099999999999998,6.65,11.8,0.003473677375,0.37820512820512825,0.2642421999999999,19.712279600000002,12.256994366666666,4897.454664236352,2.3910027744748326
72,Tectona_grandis,30,52.0,77.0,30.0,27.0,23.8,9.8,9.5,9.55,14.0,0.007163956375000001,0.5882352941176471,0.21239919999999998,13.958858666666666,5.747765333333334,4029.871527418136,2.7613412228796843
73,Tectona_grandis,30,38.8,56.00000000000001,28.0,23.0,27.4,15.4,15.099999999999998,5.65,12.0,0.002507512375,0.43795620437956206,0.11825231199999998,13.702785666666667,7.701565666666668,2219.158225334436,4.229106883480356
74,Tectona_grandis,30,42.0,66.3,30.0,23.0,32.3,16.3,15.999999999999996,6.7,16.0,0.0035261094999999997,0.49535603715170284,0.1385622,17.70095448333333,8.932679816666667,2827.1281896183523,3.955026455026455
75,Tectona_grandis,30,33.0,42.0,23.0,20.0,24.0,15.8,15.5,5.7,8.2,0.0025520895,0.3416666666666666,0.08554095,9.67736,6.370928666666667,1430.9283976921035,4.713804713804714
76,Tectona_grandis,30,47.0,53.0,30.0,25.0,26.8,14.6,14.3,6.9,12.2,0.0037397655,0.4552238805970149,0.17351695,13.893923999999998,7.569077999999998,2535.816059569913,2.98777727478497
